Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure
1;197;70.62545586421693;71.54918462046604;-0.9237287562491048
10;96;202.54209396337745;150.40969682515995;52.1323971382175
13;88;100.01552558767372;151.01491343225763;-50.99938784458391
16;39;162.50153189909173;90.70584549544505;71.79568640364668
23;68;115.79720340485805;91.29501848828991;24.50218491656814
25;7;-5.443827245251827e-06;90.32953970797884;-90.32954515180609
26;28;85.53760611016949;122.21184144897558;-36.674235338806085
29;185;71.3695667907299;74.96072969188384;-3.591162901153936
31;5;149.2820814616409;96.83398459779045;52.44809686385045
34;186;43.63659865373971;69.90563379541938;-26.269035141679666
46;29;145.3417660773079;98.30694956953131;47.0348165077766
52;84;162.4279719568422;128.67683123379956;33.75114072304265
67;220;75.4044808463967;68.79565951973383;6.608821326662863
68;209;72.52581002774379;78.8991864001275;-6.373376372383717
69;215;78.39524525351024;63.69990625507805;14.695338998432192
71;6;123.35343759223406;110.65552907096884;12.69790852126522
79;37;88.34813287433717;97.8214135020554;-9.473280627718239
81;8;71.87800122652062;85.48369287986853;-13.605691653347904
86;97;98.10060912485586;138.0396928567484;-39.939083731892524
90;95;105.60653874298733;142.83520508668934;-37.22866634370202
95;198;103.38366146550648;77.10973697000884;26.27392449549764
96;4;155.8107380463065;107.2406501935248;48.57008785278171
97;18;194.80584497019777;101.76292817930742;93.04291679089035
101;193;78.04757843061138;71.44441985046636;6.6031585801450206
115;40;72.32320629806796;77.85047674815891;-5.527270450090953
123;93;194.2787263615761;152.34836161502813;41.93036474654798
127;21;132.78581128823575;102.57563174846935;30.2101795397664
