Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure;SEP
6;M266;0.5129259586304306;0.4826904474183989;0.030235511212031663;0.030235511212031663
10;M40;0.5811006256004358;0.5227803649565013;0.058320260643934585;0.058320260643934585
16;M178;0.38147467712470756;0.3879898022219683;-0.0065151250972607655;0.0065151250972607655
17;M253;0.45042737168879665;0.4016464755972986;0.04878089609149805;0.04878089609149805
23;M183;0.5644870752820469;0.5198280375164619;0.044659037765585;0.044659037765585
29;M246;0.6175652936131009;0.5183835339248812;0.09918175968821963;0.09918175968821963
31;M190;0.2951497829338777;0.4108830915692229;-0.1157333086353452;0.1157333086353452
32;M164;0.4422486227818451;0.4647377869152882;-0.022489164133443096;0.022489164133443096
34;M239;0.3872943228907105;0.4306451610014752;-0.04335083811076473;0.04335083811076473
36;M167;0.48776289156350033;0.5076504867235161;-0.01988759516001576;0.01988759516001576
40;M84;0.4307460686123587;0.42421296825831967;0.006533100354039034;0.006533100354039034
43;M114;0.4454573435171761;0.3508060188171524;0.09465132470002369;0.09465132470002369
45;M287;0.3285325147800963;0.3842245454041187;-0.05569203062402239;0.05569203062402239
56;M31;0.30828791280119117;0.4742468052130351;-0.16595889241184392;0.16595889241184392
63;M146;0.48577323665025995;0.40327566356880823;0.08249757308145172;0.08249757308145172
65;M232;0.329209325258224;0.4198043135929824;-0.09059498833475843;0.09059498833475843
66;M304;0.5321722624002857;0.48343768555199435;0.048734576848291355;0.048734576848291355
68;M274;0.6126251353289789;0.4553571745141554;0.15726796081482347;0.15726796081482347
79;M73;0.3879789176077654;0.4158328368342493;-0.027853919226483947;0.027853919226483947
104;M255;0.46117827722730775;0.46737479488617467;-0.006196517658866918;0.006196517658866918
108;M149;0.35090654577812835;0.414403874188724;-0.06349732841059563;0.06349732841059563
109;M231;0.44574027550390727;0.43576158757716127;0.009978687926746;0.009978687926746
111;M142;0.37034051228784703;0.445971515051447;-0.07563100276359996;0.07563100276359996
