Numero_Echantillon;Identifiant_Ech;Valeur_Mesuree;Valeur_Predite;Ecart_Mesure
2;83;128.205574906074;143.01052371444771;-14.804948808373723
3;63;118.25633484438637;127.57169058495921;-9.31535574057284
15;190;100.98619080324067;144.37995349781846;-43.39376269457779
21;173;156.85818037620868;149.0417979586502;7.816382417558486
22;12;145.29888960499298;146.848761805196;-1.5498722002030263
24;91;323.6216883311721;167.69115198032563;155.93053635084647
30;44;294.8760021401405;155.57641519357344;139.29958694656705
38;101;98.05320583192176;119.96617888727512;-21.912973055353362
53;42;206.58893892645202;201.07792211503235;5.511016811419665
61;77;152.03385449075162;126.50257969507489;25.531274795676737
72;175;116.46827272921666;147.6072770218913;-31.139004292674628
75;52;8.4105794946326;120.97407304129764;-112.56349354666504
83;74;153.75278877008446;163.68841503502313;-9.935626264938662
87;89;95.84198922173758;133.78171078634622;-37.93972156460865
88;205;102.3742736445921;149.3205574478944;-46.94628380330231
93;14;196.65539531096005;262.14475851416216;-65.48936320320212
100;201;176.71874853256168;162.42932570582764;14.28942282673404
103;66;180.15587203420682;166.71109781584832;13.444774218358504
104;57;191.4481554426263;152.70487440683007;38.74328103579623
107;219;65.56486250218092;143.931369755721;-78.36650725354008
108;61;144.20446396227112;157.15136094239756;-12.94689698012644
117;2;417.4695221939673;215.16919380596417;202.30032838800312
119;188;139.78916601597413;160.57310068140376;-20.783934665429626
121;105;233.97271623381548;156.31849326704392;77.65422296677156
122;174;176.40736052612743;148.7231368296534;27.68422369647402
132;108;197.34519808071374;175.08853258850118;22.256665492212562
